X,Y,REGION,COMUNA,LAT,LNG,Año,Fecha,Tipo_Accdt,Causa,Fallecidos,Graves,Menos_Grav,Leves,Hora,,,,,,,,,,,,,,,,,,,,
-70.1448148,-20.2128199,REGION TARAPACA,IQUIQUE,-20.2128199,-70.1448148,2018,2018/10/25 00:00:00+00,COLISION PERPENDICULAR,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",0,0,1,0,15:45:00,,,,,,,,,,,,,,,,,,,,
-70.1017023,-20.2554543,REGION TARAPACA,ALTO HOSPICIO,-20.2554543,-70.1017023,2018,2018/10/22 00:00:00+00,ATROPELLO,"PEATON, CRUZA CALZADA FUERA PASO PEATONES",0,0,0,1,19:10:00,,,,,,,,,,,,,,,,,,,,
-70.1498031,-20.214737,REGION TARAPACA,IQUIQUE,-20.214737,-70.1498031,2018,2018/10/26 00:00:00+00,IMPACTO CON ANIMAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,07:50:00,,,,,,,,,,,,,,,,,,,,
-70.1381753,-20.2367218,REGION TARAPACA,IQUIQUE,-20.2367218,-70.1381753,2018,2018/10/26 00:00:00+00,CHOQUE FRENTE/LADO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,19:19:00,,,,,,,,,,,,,,,,,,,,
-70.1502769,-20.2139782,REGION TARAPACA,IQUIQUE,-20.2139782,-70.1502769,2018,2018/10/26 00:00:00+00,CHOQUE FRENTE/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,18:20:00,,,,,,,,,,,,,,,,,,,,
-70.1382111,-20.2486089,REGION TARAPACA,IQUIQUE,-20.2486089,-70.1382111,2018,2018/10/28 00:00:00+00,CHOQUE FRENTE/POSTERIOR,CAUSAS NO DETERMINADAS,0,0,0,0,21:10:00,,,,,,,,,,,,,,,,,,,,
-70.149373,-20.2186454,REGION TARAPACA,IQUIQUE,-20.2186454,-70.149373,2018,2018/10/28 00:00:00+00,VOLCADURA,PERDIDA CONTROL VEHICULO,0,1,0,0,22:15:00,,,,,,,,,,,,,,,,,,,,
-70.1009797,-20.2483256,REGION TARAPACA,ALTO HOSPICIO,-20.2483256,-70.1009797,2018,2018/10/24 00:00:00+00,CHOQUE FRONTAL,"FALLAS MECANICAS, FRENOS",0,0,0,0,07:30:00,,,,,,,,,,,,,,,,,,,,
-70.0982087,-20.2482846,REGION TARAPACA,ALTO HOSPICIO,-20.2482846,-70.0982087,2018,2018/10/24 00:00:00+00,COLISION,PERDIDA CONTROL VEHICULO,0,0,0,0,19:10:00,,,,,,,,,,,,,,,,,,,,
-70.0953563,-20.2697311,REGION TARAPACA,ALTO HOSPICIO,-20.2697311,-70.0953563,2018,2018/10/25 00:00:00+00,CHOQUE FRENTE/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,20:00:00,,,,,,,,,,,,,,,,,,,,
-70.1451921,-20.2169534,REGION TARAPACA,IQUIQUE,-20.2169534,-70.1451921,2018,2018/10/29 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,0,0,0,13:30:00,,,,,,,,,,,,,,,,,,,,
-70.0860646,-20.2824634,REGION TARAPACA,ALTO HOSPICIO,-20.2824634,-70.0860646,2018,2018/10/28 00:00:00+00,COLISION,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,0,0,1,09:00:00,,,,,,,,,,,,,,,,,,,,
-70.147656,-20.2215553,REGION TARAPACA,IQUIQUE,-20.2215553,-70.147656,2018,2018/10/31 00:00:00+00,CHOQUE LADO/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,15:30:00,,,,,,,,,,,,,,,,,,,,
-70.1464372,-20.230111,REGION TARAPACA,IQUIQUE,-20.230111,-70.1464372,2018,2018/10/31 00:00:00+00,COLISION LATERAL,"CONDUCCION, CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION",0,0,0,0,18:20:00,,,,,,,,,,,,,,,,,,,,
-70.1409449,-20.2441837,REGION TARAPACA,IQUIQUE,-20.2441837,-70.1409449,2018,2018/10/31 00:00:00+00,ATROPELLO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,1,08:40:00,,,,,,,,,,,,,,,,,,,,
-70.1025442,-20.2662507,REGION TARAPACA,ALTO HOSPICIO,-20.2662507,-70.1025442,2018,2018/10/29 00:00:00+00,ATROPELLO,"PEATON, CRUZA CALZADA FUERA PASO PEATONES",0,0,0,1,10:00:00,,,,,,,,,,,,,,,,,,,,
-70.0889684,-20.2717836,REGION TARAPACA,ALTO HOSPICIO,-20.2717836,-70.0889684,2018,2018/10/29 00:00:00+00,CHOQUE FRONTAL,CONDUCCION EN ESTADO DE EBRIEDAD,0,0,0,0,00:20:00,,,,,,,,,,,,,,,,,,,,
-70.1022289,-20.2847174,REGION TARAPACA,ALTO HOSPICIO,-20.2847174,-70.1022289,2018,2018/10/31 00:00:00+00,CHOQUE FRENTE/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,18:00:00,,,,,,,,,,,,,,,,,,,,
-70.1275199,-20.2865272,REGION TARAPACA,IQUIQUE,-20.2865272,-70.1275199,2018,2018/11/01 00:00:00+00,CHOQUE FRENTE/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,04:00:00,,,,,,,,,,,,,,,,,,,,
-70.1319383,-20.25145,REGION TARAPACA,IQUIQUE,-20.25145,-70.1319383,2018,2018/11/01 00:00:00+00,CHOQUE FRONTAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,05:20:00,,,,,,,,,,,,,,,,,,,,
-70.1331427,-20.2251209,REGION TARAPACA,IQUIQUE,-20.2251209,-70.1331427,2018,2018/11/01 00:00:00+00,CHOQUE FRENTE/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,1,17:40:00,,,,,,,,,,,,,,,,,,,,
-70.1347013,-20.2193218,REGION TARAPACA,IQUIQUE,-20.2193218,-70.1347013,2018,2018/11/03 00:00:00+00,COLISION LATERAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,14:00:00,,,,,,,,,,,,,,,,,,,,
-70.1437707,-20.2197049,REGION TARAPACA,IQUIQUE,-20.2197049,-70.1437707,2018,2018/11/03 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,14:20:00,,,,,,,,,,,,,,,,,,,,
-70.1380641,-20.2248356,REGION TARAPACA,IQUIQUE,-20.2248356,-70.1380641,2018,2018/11/03 00:00:00+00,COLISION PERPENDICULAR,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",0,0,0,2,15:10:00,,,,,,,,,,,,,,,,,,,,
-70.1463308,-20.2167846,REGION TARAPACA,IQUIQUE,-20.2167846,-70.1463308,2018,2018/11/05 00:00:00+00,CHOQUE LADO/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,13:00:00,,,,,,,,,,,,,,,,,,,,
-70.1347013,-20.2193218,REGION TARAPACA,IQUIQUE,-20.2193218,-70.1347013,2018,2018/11/06 00:00:00+00,COLISION LATERAL,"CONDUCCION, CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION",0,0,0,0,15:45:00,,,,,,,,,,,,,,,,,,,,
-70.1360525,-20.2364664,REGION TARAPACA,IQUIQUE,-20.2364664,-70.1360525,2018,2018/11/06 00:00:00+00,COLISION LATERAL,"CONDUCCION, CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION",0,0,0,0,18:30:00,,,,,,,,,,,,,,,,,,,,
-70.1309852,-20.2477,REGION TARAPACA,IQUIQUE,-20.2477,-70.1309852,2018,2018/11/11 00:00:00+00,CHOQUE FRENTE/LADO,CAUSAS NO DETERMINADAS,0,0,0,0,23:50:00,,,,,,,,,,,,,,,,,,,,
-70.1360525,-20.2364664,REGION TARAPACA,IQUIQUE,-20.2364664,-70.1360525,2018,2018/11/06 00:00:00+00,COLISION PERPENDICULAR,"SEÑALIZACION, DESOBEDECER LUZ ROJA DE SEMAFORO",0,1,0,0,14:45:00,,,,,,,,,,,,,,,,,,,,
-70.129305,-20.2443662,REGION TARAPACA,IQUIQUE,-20.2443662,-70.129305,2018,2018/11/07 00:00:00+00,COLISION LATERAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,13:45:00,,,,,,,,,,,,,,,,,,,,
-70.1398133,-20.2108284,REGION TARAPACA,IQUIQUE,-20.2108284,-70.1398133,2018,2018/11/07 00:00:00+00,IMPACTO CON ANIMAL,CAUSAS NO DETERMINADAS,0,0,0,0,17:30:00,,,,,,,,,,,,,,,,,,,,
-70.151934,-20.2180158,REGION TARAPACA,IQUIQUE,-20.2180158,-70.151934,2018,2018/11/07 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,1,16:30:00,,,,,,,,,,,,,,,,,,,,
-70.1434772,-20.2145055,REGION TARAPACA,IQUIQUE,-20.2145055,-70.1434772,2018,2018/11/08 00:00:00+00,ATROPELLO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,1,20:45:00,,,,,,,,,,,,,,,,,,,,
-70.1401029,-20.2154831,REGION TARAPACA,IQUIQUE,-20.2154831,-70.1401029,2018,2018/11/08 00:00:00+00,COLISION PERPENDICULAR,"SEÑALIZACION, DESOBEDECER SEÑAL CEDA EL PASO",0,0,0,2,15:00:00,,,,,,,,,,,,,,,,,,,,
-70.1356692,-20.2307033,REGION TARAPACA,IQUIQUE,-20.2307033,-70.1356692,2018,2018/11/08 00:00:00+00,CHOQUE LATERAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,18:00:00,,,,,,,,,,,,,,,,,,,,
-70.1369206,-20.2049594,REGION TARAPACA,IQUIQUE,-20.2049594,-70.1369206,2018,2018/11/09 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,21:00:00,,,,,,,,,,,,,,,,,,,,
-70.1443406,-20.2196748,REGION TARAPACA,IQUIQUE,-20.2196748,-70.1443406,2018,2018/11/09 00:00:00+00,COLISION POR ALCANCE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,11:30:00,,,,,,,,,,,,,,,,,,,,
-70.1442373,-20.2177479,REGION TARAPACA,IQUIQUE,-20.2177479,-70.1442373,2018,2018/11/09 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,13:30:00,,,,,,,,,,,,,,,,,,,,
-70.145627,-20.2321264,REGION TARAPACA,IQUIQUE,-20.2321264,-70.145627,2018,2018/11/09 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,08:55:00,,,,,,,,,,,,,,,,,,,,
-70.144957,-20.2256001,REGION TARAPACA,IQUIQUE,-20.2256001,-70.144957,2018,2018/11/10 00:00:00+00,CHOQUE POSTERIOR/LADO,CAUSAS NO DETERMINADAS,0,0,0,0,05:20:00,,,,,,,,,,,,,,,,,,,,
-70.139754,-20.2247382,REGION TARAPACA,IQUIQUE,-20.2247382,-70.139754,2018,2018/11/11 00:00:00+00,CHOQUE FRONTAL,CAUSAS NO DETERMINADAS,0,0,0,0,07:30:00,,,,,,,,,,,,,,,,,,,,
-70.1249018,-20.2612796,REGION TARAPACA,IQUIQUE,-20.2612796,-70.1249018,2018,2018/11/11 00:00:00+00,CHOQUE LATERAL,CAUSAS NO DETERMINADAS,0,0,0,0,07:00:00,,,,,,,,,,,,,,,,,,,,
-70.1023609,-20.2780177,REGION TARAPACA,ALTO HOSPICIO,-20.2780177,-70.1023609,2018,2018/11/01 00:00:00+00,CHOQUE,CAUSAS NO DETERMINADAS,0,0,0,0,21:40:00,,,,,,,,,,,,,,,,,,,,
-70.1002663,-20.2718472,REGION TARAPACA,ALTO HOSPICIO,-20.2718472,-70.1002663,2018,2018/11/01 00:00:00+00,COLISION,CONDUCCION EN ESTADO DE EBRIEDAD,0,0,0,0,14:25:00,,,,,,,,,,,,,,,,,,,,
-70.101853,-20.2705741,REGION TARAPACA,ALTO HOSPICIO,-20.2705741,-70.101853,2018,2018/11/03 00:00:00+00,ATROPELLO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,1,18:20:00,,,,,,,,,,,,,,,,,,,,
-70.0924468,-20.2749229,REGION TARAPACA,ALTO HOSPICIO,-20.2749229,-70.0924468,2018,2018/11/04 00:00:00+00,COLISION,CONDUCCION EN ESTADO DE EBRIEDAD,0,0,0,0,13:20:00,,,,,,,,,,,,,,,,,,,,
-70.1068267,-20.2705889,REGION TARAPACA,ALTO HOSPICIO,-20.2705889,-70.1068267,2018,2018/11/05 00:00:00+00,COLISION,"SEÑALIZACION, DESOBEDECER LUZ ROJA DE SEMAFORO",0,0,0,1,10:45:00,,,,,,,,,,,,,,,,,,,,
-70.1459692,-20.2300445,REGION TARAPACA,IQUIQUE,-20.2300445,-70.1459692,2018,2018/11/12 00:00:00+00,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,0,0,0,0,02:00:00,,,,,,,,,,,,,,,,,,,,
-70.0999408,-20.2779685,REGION TARAPACA,ALTO HOSPICIO,-20.2779685,-70.0999408,2018,2018/11/05 00:00:00+00,CHOQUE LADO/LADO,CAUSAS NO DETERMINADAS,0,0,0,0,20:50:00,,,,,,,,,,,,,,,,,,,,
-70.1338268,-20.2230408,REGION TARAPACA,IQUIQUE,-20.2230408,-70.1338268,2018,2018/11/12 00:00:00+00,COLISION PERPENDICULAR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,1,2,15:00:00,,,,,,,,,,,,,,,,,,,,
-70.1484112,-20.2115901,REGION TARAPACA,IQUIQUE,-20.2115901,-70.1484112,2018,2018/11/13 00:00:00+00,CHOQUE FRENTE/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,08:30:00,,,,,,,,,,,,,,,,,,,,
-70.1529419,-20.2182824,REGION TARAPACA,IQUIQUE,-20.2182824,-70.1529419,2018,2018/11/13 00:00:00+00,COLISION LATERAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,12:10:00,,,,,,,,,,,,,,,,,,,,
-70.1230257,-20.265889,REGION TARAPACA,IQUIQUE,-20.265889,-70.1230257,2018,2018/11/13 00:00:00+00,ATROPELLO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,1,17:15:00,,,,,,,,,,,,,,,,,,,,
-70.1016173,-20.270668,REGION TARAPACA,ALTO HOSPICIO,-20.270668,-70.1016173,2018,2018/11/06 00:00:00+00,CHOQUE FRENTE/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,10:30:00,,,,,,,,,,,,,,,,,,,,
-70.1017397,-20.265632,REGION TARAPACA,ALTO HOSPICIO,-20.265632,-70.1017397,2018,2018/11/06 00:00:00+00,ATROPELLO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,0,0,0,1,19:00:00,,,,,,,,,,,,,,,,,,,,
-70.0815697,-20.2805593,REGION TARAPACA,ALTO HOSPICIO,-20.2805593,-70.0815697,2018,2018/11/08 00:00:00+00,ATROPELLO,PEATON PERMANECE SOBRE LA CALZADA,0,0,0,1,15:55:00,,,,,,,,,,,,,,,,,,,,
-70.1342417,-20.255713,REGION TARAPACA,IQUIQUE,-20.255713,-70.1342417,2018,2018/11/14 00:00:00+00,COLISION POR ALCANCE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,10:30:00,,,,,,,,,,,,,,,,,,,,
-70.0915698,-20.2734677,REGION TARAPACA,ALTO HOSPICIO,-20.2734677,-70.0915698,2018,2018/11/10 00:00:00+00,CHOQUE FRONTAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,1,05:45:00,,,,,,,,,,,,,,,,,,,,
-70.0986734,-20.2637153,REGION TARAPACA,ALTO HOSPICIO,-20.2637153,-70.0986734,2018,2018/11/11 00:00:00+00,ATROPELLO,CAUSAS NO DETERMINADAS,0,0,0,1,06:10:00,,,,,,,,,,,,,,,,,,,,
-70.1252866,-20.2490984,REGION TARAPACA,IQUIQUE,-20.2490984,-70.1252866,2018,2018/11/14 00:00:00+00,CHOQUE LADO/LADO,CONDUCCION EN ESTADO DE EBRIEDAD,0,0,0,0,00:15:00,,,,,,,,,,,,,,,,,,,,
-70.1358294,-20.2325448,REGION TARAPACA,IQUIQUE,-20.2325448,-70.1358294,2018,2018/11/15 00:00:00+00,ATROPELLO,CAUSAS NO DETERMINADAS,0,1,0,0,18:00:00,,,,,,,,,,,,,,,,,,,,
-70.1337269,-20.2468291,REGION TARAPACA,IQUIQUE,-20.2468291,-70.1337269,2018,2018/11/16 00:00:00+00,CHOQUE LADO/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,11:13:00,,,,,,,,,,,,,,,,,,,,
-70.1323614,-20.2603704,REGION TARAPACA,IQUIQUE,-20.2603704,-70.1323614,2018,2018/11/16 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,20:00:00,,,,,,,,,,,,,,,,,,,,
-70.1370717,-20.2249004,REGION TARAPACA,IQUIQUE,-20.2249004,-70.1370717,2018,2018/11/16 00:00:00+00,ATROPELLO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,1,20:15:00,,,,,,,,,,,,,,,,,,,,
-70.1380641,-20.2248356,REGION TARAPACA,IQUIQUE,-20.2248356,-70.1380641,2018,2018/11/16 00:00:00+00,COLISION PERPENDICULAR,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",0,0,0,0,21:30:00,,,,,,,,,,,,,,,,,,,,
-70.139754,-20.2247382,REGION TARAPACA,IQUIQUE,-20.2247382,-70.139754,2018,2018/11/17 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,12:30:00,,,,,,,,,,,,,,,,,,,,
-70.1354497,-20.2293811,REGION TARAPACA,IQUIQUE,-20.2293811,-70.1354497,2018,2018/11/17 00:00:00+00,CHOQUE LATERAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,20:20:00,,,,,,,,,,,,,,,,,,,,
-70.1397309,-20.2372733,REGION TARAPACA,IQUIQUE,-20.2372733,-70.1397309,2018,2018/11/17 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION EN ESTADO DE EBRIEDAD,0,0,0,0,04:20:00,,,,,,,,,,,,,,,,,,,,
-70.1412722,-20.2386093,REGION TARAPACA,IQUIQUE,-20.2386093,-70.1412722,2018,2018/11/18 00:00:00+00,COLISION LATERAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,02:45:00,,,,,,,,,,,,,,,,,,,,
-70.131271,-20.2464084,REGION TARAPACA,IQUIQUE,-20.2464084,-70.131271,2018,2018/11/19 00:00:00+00,COLISION PERPENDICULAR,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",0,0,0,1,07:45:00,,,,,,,,,,,,,,,,,,,,
-70.1377892,-20.2164596,REGION TARAPACA,IQUIQUE,-20.2164596,-70.1377892,2018,2018/11/19 00:00:00+00,CHOQUE LADO/POSTERIOR,"VEHICULO EN RETROCESO, CONDUCIR",0,0,0,0,15:30:00,,,,,,,,,,,,,,,,,,,,
-70.1388275,-20.2133583,REGION TARAPACA,IQUIQUE,-20.2133583,-70.1388275,2018,2018/11/19 00:00:00+00,CHOQUE LADO/LADO,OTRAS CAUSAS,0,0,0,0,21:00:00,,,,,,,,,,,,,,,,,,,,
-70.0943765,-20.2711142,REGION TARAPACA,ALTO HOSPICIO,-20.2711142,-70.0943765,2018,2018/11/17 00:00:00+00,COLISION,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,0,0,0,15:30:00,,,,,,,,,,,,,,,,,,,,
-70.1326311,-20.2512632,REGION TARAPACA,IQUIQUE,-20.2512632,-70.1326311,2018,2018/11/20 00:00:00+00,CHOQUE LADO/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,01:40:00,,,,,,,,,,,,,,,,,,,,
-70.1336624,-20.2566916,REGION TARAPACA,IQUIQUE,-20.2566916,-70.1336624,2018,2018/11/20 00:00:00+00,COLISION LATERAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,11:00:00,,,,,,,,,,,,,,,,,,,,
-70.1007775,-20.280345,REGION TARAPACA,ALTO HOSPICIO,-20.280345,-70.1007775,2018,2018/11/20 00:00:00+00,VOLCADURA,OTRAS CAUSAS,0,0,0,1,10:00:00,,,,,,,,,,,,,,,,,,,,
-70.1539826,-20.2183852,REGION TARAPACA,IQUIQUE,-20.2183852,-70.1539826,2018,2018/11/20 00:00:00+00,CHOQUE LATERAL,CONDUCCION EN ESTADO DE EBRIEDAD,0,0,0,0,04:10:00,,,,,,,,,,,,,,,,,,,,
-70.1331259,-20.221972,REGION TARAPACA,IQUIQUE,-20.221972,-70.1331259,2018,2018/11/21 00:00:00+00,CHOQUE LADO/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,08:15:00,,,,,,,,,,,,,,,,,,,,
-70.125358,-20.2684928,REGION TARAPACA,IQUIQUE,-20.2684928,-70.125358,2018,2018/11/21 00:00:00+00,COLISION LATERAL,"CONDUCCION, CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION",0,0,0,1,08:40:00,,,,,,,,,,,,,,,,,,,,
-70.1257259,-20.2514502,REGION TARAPACA,IQUIQUE,-20.2514502,-70.1257259,2018,2018/11/21 00:00:00+00,CHOQUE LATERAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,09:00:00,,,,,,,,,,,,,,,,,,,,
-70.1272714,-20.260256,REGION TARAPACA,IQUIQUE,-20.260256,-70.1272714,2018,2018/11/21 00:00:00+00,CHOQUE LADO/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,16:00:00,,,,,,,,,,,,,,,,,,,,
-70.1513672,-20.2232761,REGION TARAPACA,IQUIQUE,-20.2232761,-70.1513672,2018,2018/11/22 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,13:00:00,,,,,,,,,,,,,,,,,,,,
-70.1450323,-20.2159207,REGION TARAPACA,IQUIQUE,-20.2159207,-70.1450323,2018,2018/11/22 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,16:30:00,,,,,,,,,,,,,,,,,,,,
-70.1343242,-20.2476637,REGION TARAPACA,IQUIQUE,-20.2476637,-70.1343242,2018,2018/11/22 00:00:00+00,CHOQUE FRONTAL,PERDIDA CONTROL VEHICULO,0,0,0,0,09:20:00,,,,,,,,,,,,,,,,,,,,
-70.1380641,-20.2248356,REGION TARAPACA,IQUIQUE,-20.2248356,-70.1380641,2018,2018/11/22 00:00:00+00,COLISION PERPENDICULAR,"SEÑALIZACION, DESOBEDECER SEÑAL PARE",0,0,1,0,08:30:00,,,,,,,,,,,,,,,,,,,,
-70.1397646,-20.2375795,REGION TARAPACA,IQUIQUE,-20.2375795,-70.1397646,2018,2018/11/23 00:00:00+00,COLISION LATERAL,"SEÑALIZACION, DESOBEDECER SEÑAL CEDA EL PASO",0,0,0,0,19:00:00,,,,,,,,,,,,,,,,,,,,
-70.1430315,-20.2225572,REGION TARAPACA,IQUIQUE,-20.2225572,-70.1430315,2018,2018/11/23 00:00:00+00,CHOQUE LADO/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,22:15:00,,,,,,,,,,,,,,,,,,,,
-70.1441063,-20.2416778,REGION TARAPACA,IQUIQUE,-20.2416778,-70.1441063,2018,2018/11/25 00:00:00+00,COLISION LATERAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,12:45:00,,,,,,,,,,,,,,,,,,,,
-70.1001237,-20.2788915,REGION TARAPACA,ALTO HOSPICIO,-20.2788915,-70.1001237,2018,2018/11/24 00:00:00+00,CHOQUE FRENTE/POSTERIOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,02:05:00,,,,,,,,,,,,,,,,,,,,
-70.1359998,-20.229588,REGION TARAPACA,IQUIQUE,-20.229588,-70.1359998,2018,2018/11/26 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,05:00:00,,,,,,,,,,,,,,,,,,,,
-70.146176,-20.2285158,REGION TARAPACA,IQUIQUE,-20.2285158,-70.146176,2018,2018/11/26 00:00:00+00,COLISION LATERAL,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,0,0,0,0,08:45:00,,,,,,,,,,,,,,,,,,,,
-70.1117138,-20.2999346,REGION TARAPACA,ALTO HOSPICIO,-20.2999346,-70.1117138,2018,2018/11/27 00:00:00+00,COLISION,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,0,0,0,0,03:30:00,,,,,,,,,,,,,,,,,,,,
-70.1278889,-20.2600705,REGION TARAPACA,IQUIQUE,-20.2600705,-70.1278889,2018,2018/09/30 00:00:00+00,COLISION POR ALCANCE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,10:15:00,,,,,,,,,,,,,,,,,,,,
-70.1356692,-20.2307033,REGION TARAPACA,IQUIQUE,-20.2307033,-70.1356692,2018,2018/09/30 00:00:00+00,CHOQUE FRONTAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,06:25:00,,,,,,,,,,,,,,,,,,,,
-70.1426252,-20.2129089,REGION TARAPACA,IQUIQUE,-20.2129089,-70.1426252,2018,2018/09/30 00:00:00+00,COLISION PERPENDICULAR,CONDUCCION EN ESTADO DE EBRIEDAD,0,0,0,1,02:30:00,,,,,,,,,,,,,,,,,,,,
-70.1307042,-20.2297799,REGION TARAPACA,IQUIQUE,-20.2297799,-70.1307042,2018,2018/01/11 00:00:00+00,ATROPELLO,"FALLAS MECANICAS, FRENOS",0,1,0,1,20:30:00,,,,,,,,,,,,,,,,,,,,
-70.1476999,-20.2207047,REGION TARAPACA,IQUIQUE,-20.2207047,-70.1476999,2018,2018/10/01 00:00:00+00,CHOQUE POSTERIOR/FRENTE,"VEHICULO EN RETROCESO, CONDUCIR",0,0,0,0,18:30:00,,,,,,,,,,,,,,,,,,,,
-70.131534,-20.2887392,REGION TARAPACA,IQUIQUE,-20.2887392,-70.131534,2018,2018/10/01 00:00:00+00,COLISION POR ALCANCE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,16:10:00,,,,,,,,,,,,,,,,,,,,
